student_id,chapter_number,book,EOC,difficulty
041a771b-41cc-4b36-928d-ec321f918db5,2,College / Advanced Statistics and Data Science (ABCD),0.673469387755102,0.2730569634374025
041a771b-41cc-4b36-928d-ec321f918db5,2,College / Advanced Statistics and Data Science (ABCD),0.673469387755102,0.2730569634374025
041a771b-41cc-4b36-928d-ec321f918db5,2,College / Advanced Statistics and Data Science (ABCD),0.673469387755102,0.2730569634374025
041a771b-41cc-4b36-928d-ec321f918db5,2,College / Advanced Statistics and Data Science (ABCD),0.673469387755102,0.2730569634374025
04347fe5-e55a-4adc-86f2-a156ddfcfc13,2,College / Advanced Statistics and Data Science (ABCD),0.8636363636363636,0.2730569634374025
04347fe5-e55a-4adc-86f2-a156ddfcfc13,2,College / Advanced Statistics and Data Science (ABCD),0.8636363636363636,0.2730569634374025
04347fe5-e55a-4adc-86f2-a156ddfcfc13,2,College / Advanced Statistics and Data Science (ABCD),0.8636363636363636,0.2730569634374025
04347fe5-e55a-4adc-86f2-a156ddfcfc13,2,College / Advanced Statistics and Data Science (ABCD),0.8636363636363636,0.2730569634374025
045d0e87-585c-4126-a2c0-c744effb11b2,2,College / Advanced Statistics and Data Science (ABCD),0.5847457627118644,0.2730569634374025
045d0e87-585c-4126-a2c0-c744effb11b2,2,College / Advanced Statistics and Data Science (ABCD),0.5847457627118644,0.2730569634374025
045d0e87-585c-4126-a2c0-c744effb11b2,2,College / Advanced Statistics and Data Science (ABCD),0.5847457627118644,0.2730569634374025
045d0e87-585c-4126-a2c0-c744effb11b2,2,College / Advanced Statistics and Data Science (ABCD),0.5847457627118644,0.2730569634374025
05588964-8577-4b9f-9a5e-ddb770184d3c,2,College / Advanced Statistics and Data Science (ABCD),0.6136363636363636,0.2730569634374025
05588964-8577-4b9f-9a5e-ddb770184d3c,2,College / Advanced Statistics and Data Science (ABCD),0.6136363636363636,0.2730569634374025
05588964-8577-4b9f-9a5e-ddb770184d3c,2,College / Advanced Statistics and Data Science (ABCD),0.6136363636363636,0.2730569634374025
05588964-8577-4b9f-9a5e-ddb770184d3c,2,College / Advanced Statistics and Data Science (ABCD),0.6136363636363636,0.2730569634374025
0780b2c5-b260-4a31-816e-e91ce8b403a0,2,College / Advanced Statistics and Data Science (ABCD),0.7634408602150538,0.2730569634374025
0780b2c5-b260-4a31-816e-e91ce8b403a0,2,College / Advanced Statistics and Data Science (ABCD),0.7634408602150538,0.2730569634374025
0780b2c5-b260-4a31-816e-e91ce8b403a0,2,College / Advanced Statistics and Data Science (ABCD),0.7634408602150538,0.2730569634374025
0780b2c5-b260-4a31-816e-e91ce8b403a0,2,College / Advanced Statistics and Data Science (ABCD),0.7634408602150538,0.2730569634374025
08929fc3-2331-4c9a-bd15-68147ea87d01,2,College / Advanced Statistics and Data Science (ABCD),0.5299145299145299,0.2730569634374025
08929fc3-2331-4c9a-bd15-68147ea87d01,2,College / Advanced Statistics and Data Science (ABCD),0.5299145299145299,0.2730569634374025
08929fc3-2331-4c9a-bd15-68147ea87d01,2,College / Advanced Statistics and Data Science (ABCD),0.5299145299145299,0.2730569634374025
08929fc3-2331-4c9a-bd15-68147ea87d01,2,College / Advanced Statistics and Data Science (ABCD),0.5299145299145299,0.2730569634374025
0a1c6dbe-74fc-4984-9721-f301535753a4,2,College / Advanced Statistics and Data Science (ABCD),0.5306122448979592,0.2730569634374025
0a1c6dbe-74fc-4984-9721-f301535753a4,2,College / Advanced Statistics and Data Science (ABCD),0.5306122448979592,0.2730569634374025
0a1c6dbe-74fc-4984-9721-f301535753a4,2,College / Advanced Statistics and Data Science (ABCD),0.5306122448979592,0.2730569634374025
0a1c6dbe-74fc-4984-9721-f301535753a4,2,College / Advanced Statistics and Data Science (ABCD),0.5306122448979592,0.2730569634374025
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,2,College / Advanced Statistics and Data Science (ABCD),0.8275862068965517,0.2730569634374025
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,2,College / Advanced Statistics and Data Science (ABCD),0.8275862068965517,0.2730569634374025
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,2,College / Advanced Statistics and Data Science (ABCD),0.8275862068965517,0.2730569634374025
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,2,College / Advanced Statistics and Data Science (ABCD),0.8275862068965517,0.2730569634374025
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,2,College / Advanced Statistics and Data Science (ABCD),0.8152173913043478,0.2730569634374025
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,2,College / Advanced Statistics and Data Science (ABCD),0.8152173913043478,0.2730569634374025
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,2,College / Advanced Statistics and Data Science (ABCD),0.8152173913043478,0.2730569634374025
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,2,College / Advanced Statistics and Data Science (ABCD),0.8152173913043478,0.2730569634374025
108b5ee7-3cab-468b-b937-535d91da2fd5,2,College / Advanced Statistics and Data Science (ABCD),0.7613636363636364,0.2730569634374025
108b5ee7-3cab-468b-b937-535d91da2fd5,2,College / Advanced Statistics and Data Science (ABCD),0.7613636363636364,0.2730569634374025
108b5ee7-3cab-468b-b937-535d91da2fd5,2,College / Advanced Statistics and Data Science (ABCD),0.7613636363636364,0.2730569634374025
108b5ee7-3cab-468b-b937-535d91da2fd5,2,College / Advanced Statistics and Data Science (ABCD),0.7613636363636364,0.2730569634374025
1199445a-8ff0-4b86-bb37-a1e1420e32e9,2,College / Advanced Statistics and Data Science (ABCD),0.8045977011494253,0.2730569634374025
1199445a-8ff0-4b86-bb37-a1e1420e32e9,2,College / Advanced Statistics and Data Science (ABCD),0.8045977011494253,0.2730569634374025
1199445a-8ff0-4b86-bb37-a1e1420e32e9,2,College / Advanced Statistics and Data Science (ABCD),0.8045977011494253,0.2730569634374025
1199445a-8ff0-4b86-bb37-a1e1420e32e9,2,College / Advanced Statistics and Data Science (ABCD),0.8045977011494253,0.2730569634374025
13c81022-6492-4e54-b7a0-68a399bc6433,2,College / Advanced Statistics and Data Science (ABCD),0.9036144578313252,0.2730569634374025
13c81022-6492-4e54-b7a0-68a399bc6433,2,College / Advanced Statistics and Data Science (ABCD),0.9036144578313252,0.2730569634374025
13c81022-6492-4e54-b7a0-68a399bc6433,2,College / Advanced Statistics and Data Science (ABCD),0.9036144578313252,0.2730569634374025
13c81022-6492-4e54-b7a0-68a399bc6433,2,College / Advanced Statistics and Data Science (ABCD),0.9036144578313252,0.2730569634374025
1a9153c5-3b1e-48fb-8db2-41a2de91d3d2,2,College / Advanced Statistics and Data Science (ABCD),0.7738095238095238,0.2730569634374025
1a9153c5-3b1e-48fb-8db2-41a2de91d3d2,2,College / Advanced Statistics and Data Science (ABCD),0.7738095238095238,0.2730569634374025
1a9153c5-3b1e-48fb-8db2-41a2de91d3d2,2,College / Advanced Statistics and Data Science (ABCD),0.7738095238095238,0.2730569634374025
1a9153c5-3b1e-48fb-8db2-41a2de91d3d2,2,College / Advanced Statistics and Data Science (ABCD),0.7738095238095238,0.2730569634374025
1bacdb33-5165-44c1-9aa5-b6a904e6c463,2,College / Advanced Statistics and Data Science (ABCD),0.7931034482758621,0.2730569634374025
1bacdb33-5165-44c1-9aa5-b6a904e6c463,2,College / Advanced Statistics and Data Science (ABCD),0.7931034482758621,0.2730569634374025
1bacdb33-5165-44c1-9aa5-b6a904e6c463,2,College / Advanced Statistics and Data Science (ABCD),0.7931034482758621,0.2730569634374025
1bacdb33-5165-44c1-9aa5-b6a904e6c463,2,College / Advanced Statistics and Data Science (ABCD),0.7931034482758621,0.2730569634374025
1bf8f1f2-fbdd-4e08-9f12-daa182d154c3,2,College / Advanced Statistics and Data Science (ABCD),0.8372093023255814,0.2730569634374025
1bf8f1f2-fbdd-4e08-9f12-daa182d154c3,2,College / Advanced Statistics and Data Science (ABCD),0.8372093023255814,0.2730569634374025
1bf8f1f2-fbdd-4e08-9f12-daa182d154c3,2,College / Advanced Statistics and Data Science (ABCD),0.8372093023255814,0.2730569634374025
1bf8f1f2-fbdd-4e08-9f12-daa182d154c3,2,College / Advanced Statistics and Data Science (ABCD),0.8372093023255814,0.2730569634374025
1cd70566-0dbb-4bb3-9f76-0832b5bbf315,2,College / Advanced Statistics and Data Science (ABCD),0.872093023255814,0.2730569634374025
1cd70566-0dbb-4bb3-9f76-0832b5bbf315,2,College / Advanced Statistics and Data Science (ABCD),0.872093023255814,0.2730569634374025
1cd70566-0dbb-4bb3-9f76-0832b5bbf315,2,College / Advanced Statistics and Data Science (ABCD),0.872093023255814,0.2730569634374025
1cd70566-0dbb-4bb3-9f76-0832b5bbf315,2,College / Advanced Statistics and Data Science (ABCD),0.872093023255814,0.2730569634374025
2e2f4cdc-2ebc-432a-bfbd-0666164df7ea,2,College / Advanced Statistics and Data Science (ABCD),0.5922330097087378,0.2730569634374025
2e2f4cdc-2ebc-432a-bfbd-0666164df7ea,2,College / Advanced Statistics and Data Science (ABCD),0.5922330097087378,0.2730569634374025
